raw_kpi_name,row_count,row_ratio,cumulative_row_ratio,unique_component_count,existing_bank_safe_v1_status,source_family,entity_scope,semantic_family,metric_kind,unit_hint,candidate_existing_slot,candidate_new_slot,recommended_action,confidence,transform_hint,reason
OSLinux-OSLinux_LOCALDISK_LOCALDISK-sdc_DSKReadWrite,9676,0.0007919402158798254,0.9854307062951058,2,dropped,OSLinux,host,disk,unknown,unknown,,disk_io,requires_new_slot,medium,unknown,"Requires new slot 'disk_io'; semantic=disk, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-mysqldata_FSAvailableSpace,8112,0.0006639333434494774,0.9860946396385553,2,unmapped,OSLinux,host,filesystem,gauge,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-mysql_FSUsedSpace,8111,0.0006638514976231154,0.9867584911361784,2,unmapped,OSLinux,host,filesystem,unknown,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-mysqlbak_FSAvailableSpace,8111,0.0006638514976231154,0.9874223426338016,2,unmapped,OSLinux,host,filesystem,gauge,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-mysql_FSAvailableSpace,8111,0.0006638514976231154,0.9880861941314247,2,unmapped,OSLinux,host,filesystem,gauge,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-mysqlbak_FSUsedSpace,8111,0.0006638514976231154,0.9887500456290479,2,unmapped,OSLinux,host,filesystem,unknown,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-mysqldata_FSUsedSpace,8111,0.0006638514976231154,0.989413897126671,2,unmapped,OSLinux,host,filesystem,unknown,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-usr-openv_FSAvailableSpace,8111,0.0006638514976231154,0.9900777486242942,2,unmapped,OSLinux,host,filesystem,gauge,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-usr-openv_FSUsedSpace,8111,0.0006638514976231154,0.9907416001219174,2,unmapped,OSLinux,host,filesystem,unknown,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
Tomcat-MEMORY_7441-MEMORY_JVMFreeMemory,7790,0.0006375789873608764,0.9913791791092782,4,dropped,Tomcat,application_server,memory,gauge,unknown,,jvm_mem,requires_new_slot,medium,unknown,"Requires new slot 'jvm_mem'; semantic=memory, unit=unknown, source=Tomcat"
Tomcat-MEMORY_7441-MEMORY_JVMMemoryUsedPercent,7789,0.0006374971415345143,0.9920166762508127,4,accepted,Tomcat,application_server,memory,ratio,percent,mem,jvm_mem,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Tomcat"
OSLinux-OSLinux_FILESYSTEM_-apache_FSAvailableSpace,7673,0.0006280030256765089,0.9926446792764893,2,unmapped,OSLinux,host,filesystem,gauge,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-apache_FSUsedSpace,7667,0.0006275119507183363,0.9932721912272076,2,unmapped,OSLinux,host,filesystem,unknown,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-app_FSCapacity,7060,0.0005778315341165324,0.9938500227613241,1,unmapped,OSLinux,host,filesystem,gauge,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-app_FSInodeUsedPercent,7060,0.0005778315341165324,0.9944278542954406,1,unmapped,OSLinux,host,filesystem,ratio,percent,,filesystem_usage,requires_new_slot,medium,identity,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=percent, source=OSLinux"
OSLinux-NTP_197.30.1.68_NtpServerTimeOffset,6507,0.0005325707921382828,0.9949604250875789,5,unmapped,OSLinux,host,time_sync,duration,milliseconds,,,manual_review,low,unknown,"semantic=time_sync, unit=milliseconds, kind=duration; cannot auto-classify"
OSLinux-NTP_197.30.1.67_NtpServerTimeOffset,6499,0.0005319160255273859,0.9954923411131062,5,unmapped,OSLinux,host,time_sync,duration,milliseconds,,,manual_review,low,unknown,"semantic=time_sync, unit=milliseconds, kind=duration; cannot auto-classify"
OSLinux-OSLinux_LOCALDISK_LOCALDISK-sdc_DSKAvgServ,4671,0.0003823018549374395,0.9958746429680437,2,dropped,OSLinux,host,disk,unknown,unknown,,disk_io,requires_new_slot,medium,unknown,"Requires new slot 'disk_io'; semantic=disk, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-app_FSAvailableSpace,4397,0.00035987609851421997,0.9962345190665579,1,unmapped,OSLinux,host,filesystem,gauge,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-app_FSUsedSpace,4396,0.00035979425268785787,0.9965943133192458,1,unmapped,OSLinux,host,filesystem,unknown,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_SWAP_SWAP_SWPTotSwapSize,2678,0.00021918312299774417,0.9968134964422435,14,unmapped,OSLinux,host,swap,gauge,unknown,,swap_io,requires_new_slot,medium,unknown,"Requires new slot 'swap_io'; semantic=swap, unit=unknown, source=OSLinux"
OSLinux-OSLinux_MEMORY_MEMORY_MEMTotalMem,2007,0.00016426457350876496,0.9969777610157522,14,unmapped,OSLinux,host,memory,gauge,count,,,manual_review,low,log1p,"semantic=memory, unit=count, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_94eca4f96efe--bcou-role-st-uat-statefulset-1--bcou--UATWKR04_CpuPercent,974,7.971783487670008e-05,0.9970574788506289,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_94eca4f96efe--bcou-role-st-uat-statefulset-1--bcou--UATWKR04_MemPercent,974,7.971783487670008e-05,0.9971371966855056,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_94eca4f96efe--bcou-role-st-uat-statefulset-1--bcou--UATWKR04_MemUsage,972,7.955414322397586e-05,0.9972167508287296,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_3bf443a64876--bcou-role-st-uat-statefulset-1--bcou--UATWKR03_CpuPercent,946,7.742615173856086e-05,0.9972941769804682,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_94eca4f96efe--bcou-role-st-uat-statefulset-1--bcou--UATWKR04_NetworkTxBytes,832,6.809572753327975e-05,0.9973622727080015,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_3bf443a64876--bcou-role-st-uat-statefulset-1--bcou--UATWKR03_MemUsage,674,5.516408696806556e-05,0.9974174367949695,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_cd2b4a29291e--bcou-role-st-uat-statefulset-1--bcou--UATWKR04_NetworkTxBytes,652,5.336347878809903e-05,0.9974708002737577,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_cd2b4a29291e--bcou-role-st-uat-statefulset-1--bcou--UATWKR04_MemUsage,652,5.336347878809903e-05,0.9975241637525458,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_cd2b4a29291e--bcou-role-st-uat-statefulset-1--bcou--UATWKR04_MemPercent,652,5.336347878809903e-05,0.997577527231334,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_cd2b4a29291e--bcou-role-st-uat-statefulset-1--bcou--UATWKR04_CpuPercent,652,5.336347878809903e-05,0.9976308907101221,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_3bf443a64876--bcou-role-st-uat-statefulset-1--bcou--UATWKR03_NetworkTxBytes,601,4.918934164363116e-05,0.9976800800517658,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_b30097144a13--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_NetworkTxBytes,598,4.894380416454481e-05,0.9977290238559303,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_9e8c309d0aab--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_NetworkTxBytes,598,4.894380416454481e-05,0.9977779676600949,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_b30097144a13--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_MemUsage,596,4.8780112511820584e-05,0.9978267477726067,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_b30097144a13--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_MemPercent,592,4.845272920637212e-05,0.9978752005018131,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_b30097144a13--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_CpuPercent,591,4.837088338001001e-05,0.9979235713851932,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_3bf443a64876--bcou-role-st-uat-statefulset-1--bcou--UATWKR03_MemPercent,588,4.8125345900923665e-05,0.9979716967310941,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_2c2336e2994f--bcou-role-st-uat-statefulset-1--bcou--UATWKR06_MemUsage,563,4.6079200241870784e-05,0.998017775931336,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_2c2336e2994f--bcou-role-st-uat-statefulset-1--bcou--UATWKR06_NetworkTxBytes,563,4.6079200241870784e-05,0.9980638551315779,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_2c2336e2994f--bcou-role-st-uat-statefulset-1--bcou--UATWKR06_NetworkRxBytes,559,4.575181693642233e-05,0.9981096069485144,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_2c2336e2994f--bcou-role-st-uat-statefulset-1--bcou--UATWKR06_MemPercent,552,4.517889615188752e-05,0.9981547858446662,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_2c2336e2994f--bcou-role-st-uat-statefulset-1--bcou--UATWKR06_CpuPercent,541,4.4278592061904256e-05,0.9981990644367281,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_7b4b80f345e0--bcou-role-st-uat-statefulset-0--bcou--UATWKR04_NetworkTxBytes,450,3.683062186295178e-05,0.9982358950585911,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_7b4b80f345e0--bcou-role-st-uat-statefulset-0--bcou--UATWKR04_MemUsage,449,3.6748776036589666e-05,0.9982726438346277,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_9e8c309d0aab--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_MemUsage,437,3.5766626120244284e-05,0.9983084104607479,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_9e8c309d0aab--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_MemPercent,423,3.4620784551174674e-05,0.9983430312452991,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_7b4b80f345e0--bcou-role-st-uat-statefulset-0--bcou--UATWKR04_MemPercent,412,3.372048046119141e-05,0.9983767517257603,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_7b4b80f345e0--bcou-role-st-uat-statefulset-0--bcou--UATWKR04_CpuPercent,411,3.363863463482929e-05,0.9984103903603951,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_9e8c309d0aab--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_CpuPercent,399,3.265648471848391e-05,0.9984430468451136,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_94eca4f96efe--bcou-role-st-uat-statefulset-1--bcou--UATWKR04_MemLimit,396,3.2410947239397566e-05,0.998475457792353,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_69b53a78b2eb--bcou-role-st-uat-statefulset-1--bcou--UATWKR06_NetworkTxBytes,352,2.8809730879464506e-05,0.9985042675232325,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_89f0c1e5346c--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_CpuPercent,345,2.82368100949297e-05,0.9985325043333274,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_cb2bbb5e3f90--bcou-role-st-uat-statefulset-1--bcou--UATWKR02_NetworkTxBytes,343,2.807311844220547e-05,0.9985605774517696,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_cb2bbb5e3f90--bcou-role-st-uat-statefulset-1--bcou--UATWKR02_MemUsage,342,2.7991272615843355e-05,0.9985885687243855,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_cb2bbb5e3f90--bcou-role-st-uat-statefulset-1--bcou--UATWKR02_MemPercent,342,2.7991272615843355e-05,0.9986165599970014,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_cb2bbb5e3f90--bcou-role-st-uat-statefulset-1--bcou--UATWKR02_CpuPercent,342,2.7991272615843355e-05,0.9986445512696173,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_69b53a78b2eb--bcou-role-st-uat-statefulset-1--bcou--UATWKR06_MemUsage,338,2.7663889310394896e-05,0.9986722151589277,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_76d31070b844--bcou-role-st-uat-statefulset-1--bcou--UATWKR06_NetworkTxBytes,318,2.6026972783152592e-05,0.9986982421317109,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_b30097144a13--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_NetworkRxBytes,316,2.5863281130428364e-05,0.9987241054128413,1,accepted,Container,container,network,unknown,bytes,net_rx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_rx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_76d31070b844--bcou-role-st-uat-statefulset-1--bcou--UATWKR06_MemUsage,314,2.5699589477704133e-05,0.998749805002319,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_89f0c1e5346c--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_MemPercent,303,2.479928538772087e-05,0.9987746042877067,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_89f0c1e5346c--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_MemUsage,301,2.4635593734996637e-05,0.9987992398814417,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_89f0c1e5346c--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_NetworkTxBytes,297,2.4308210429548178e-05,0.9988235480918712,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_69b53a78b2eb--bcou-role-st-uat-statefulset-1--bcou--UATWKR06_MemPercent,297,2.4308210429548178e-05,0.9988478563023008,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_69b53a78b2eb--bcou-role-st-uat-statefulset-1--bcou--UATWKR06_CpuPercent,296,2.422636460318606e-05,0.998872082666904,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_464dc801314b--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_NetworkTxBytes,284,2.3244214686840682e-05,0.9988953268815908,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_76d31070b844--bcou-role-st-uat-statefulset-1--bcou--UATWKR06_MemPercent,278,2.275313972866799e-05,0.9989180800213194,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
OSLinux-NTP_40.2.208.64_NtpServerTimeOffset,257,2.1034377375063574e-05,0.9989391143986945,1,unmapped,OSLinux,host,time_sync,duration,milliseconds,,,manual_review,low,unknown,"semantic=time_sync, unit=milliseconds, kind=duration; cannot auto-classify"
OSLinux-NTP_40.2.208.65_NtpServerTimeOffset,257,2.1034377375063574e-05,0.9989601487760696,1,unmapped,OSLinux,host,time_sync,duration,milliseconds,,,manual_review,low,unknown,"semantic=time_sync, unit=milliseconds, kind=duration; cannot auto-classify"
Container-DOCKER_CONTAINER_464dc801314b--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_MemUsage,253,2.0706994069615114e-05,0.9989808557701393,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_464dc801314b--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_MemPercent,253,2.0706994069615114e-05,0.9990015627642089,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_b30097144a13--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_MemLimit,249,2.0379610764166655e-05,0.9990219423749731,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_464dc801314b--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_CpuPercent,248,2.0297764937804537e-05,0.9990422401399109,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_76d31070b844--bcou-role-st-uat-statefulset-1--bcou--UATWKR06_CpuPercent,246,2.013407328508031e-05,0.999062374213196,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_2d16f5b2e830--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_NetworkTxBytes,234,1.9151923368734928e-05,0.9990815261365648,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_2d16f5b2e830--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_CpuPercent,233,1.907007754237281e-05,0.9991005962141072,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_2d16f5b2e830--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_MemPercent,233,1.907007754237281e-05,0.9991196662916496,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_2d16f5b2e830--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_MemUsage,233,1.907007754237281e-05,0.999138736369192,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_cb2bbb5e3f90--bcou-role-st-uat-statefulset-1--bcou--UATWKR02_MemLimit,228,1.8660848410562237e-05,0.9991573972176025,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_9e8c309d0aab--bcou-trace-st-uat-statefulset-0--bcou--UATWKR04_MemLimit,227,1.8579002584200123e-05,0.9991759762201867,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_cd2b4a29291e--bcou-role-st-uat-statefulset-1--bcou--UATWKR04_MemLimit,219,1.79242359733032e-05,0.9991939004561601,1,unmapped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_b6760337dc49--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_CpuPercent,214,1.7515006841492624e-05,0.9992114154630015,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_bbc780df1fce--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_MemPercent,206,1.6860240230595705e-05,0.9992282757032321,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
Container-DOCKER_CONTAINER_bbc780df1fce--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_CpuPercent,206,1.6860240230595705e-05,0.9992451359434628,1,accepted,Container,container,cpu,ratio,percent,cpu,,map_safe_v2,high,identity,"Maps to existing slot 'cpu'; semantic=cpu, unit=percent, source=Container"
Container-DOCKER_CONTAINER_bbc780df1fce--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_NetworkTxBytes,205,1.677839440423359e-05,0.999261914337867,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_bbc780df1fce--bcou-role-st-uat-statefulset-0--bcou--UATWKR18_MemUsage,205,1.677839440423359e-05,0.9992786927322713,1,dropped,Container,container,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
Container-DOCKER_CONTAINER_1bc4fc80d241--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_NetworkTxBytes,204,1.6696548577871474e-05,0.9992953892808492,1,accepted,Container,container,network,unknown,bytes,net_tx,,map_safe_v2,high,log1p,"Maps to existing slot 'net_tx'; semantic=network, unit=bytes, source=Container"
Container-DOCKER_CONTAINER_1bc4fc80d241--bcou-trace-st-uat-statefulset-1--bcou--UATWKR18_MemPercent,204,1.6696548577871474e-05,0.999312085829427,1,accepted,Container,container,memory,ratio,percent,mem,,map_safe_v2,high,identity,"Maps to existing slot 'mem'; semantic=memory, unit=percent, source=Container"
